Y,t
3214.95,3502
3211.5901,3503
3197.76,3504
3233.99,3505
3239.99,3506
3229.72,3507
3193.52,3508
3182.3301,3509
3182.0701,3510
3202.22,3511
3192.3301,3512
3245.5901,3513
3244.1499,3514
3259.79,3515
3277.6201,3516
3287.55,3517
3303.1499,3518
3302.6599,3519
3302.3,3520
3315.5901,3521
3286.6899,3522
3285.6799,3523
3277.48,3524
3297.45,3525
3297.74,3526
3298.8701,3527
3306.49,3528
3265.27,3529
3300.6101,3530
3317.75,3531
3313.3601,3532
3300.51,3533
3309.74,3534
3312.04,3535
3282.6399,3536
3214.1399,3537
3198.5701,3538
3218.21,3539
3185.7,3540
3221.78,3541
3200.95,3542
3127.8701,3543
3151.9399,3544
3146.49,3545
3187.25,3546
3229.6499,3547
3234.79,3548
3270.74,3549
3271.47,3550
3290.8201,3551
3306.9199,3552
3311.27,3553
3289.8301,3554
3310.27,3555
3304.3601,3556
3324.8401,3557
3320.4299,3558
3321.1499,3559
3338.05,3560
3347.3799,3561
3322.8501,3562
3373.6399,3563
3374.1001,3564
3380.49,3565
3382.5701,3566
3381.22,3567
3364.1699,3568
3366.0701,3569
3327.1101,3570
3317.8101,3571
3349.71,3572
3373.98,3573
3353.29,3574
3373.6001,3575
3363.72,3576
3347.3601,3577
3362.4399,3578
3339,3579
3333.23,3580
3348.8301,3581
3375.51,3582
3399.51,3583
3409.8,3584
3406,3585
3363.4099,3586
3327.27,3587
3340.8401,3588
3377.6101,3589
3307.0801,3590
3276.04,3591
3302.98,3592
3325.3,3593
3360.27,3594
3365,3595
3377.75,3596
3391.5801,3597
3384.5,3598
3390.3899,3599
3362.95,3600
3374.04,3601
3390.1599,3602
3400.46,3603
3400.2,3604
3395.6101,3605
3402.23,3606
3371.72,3607
3392.1001,3608
3388.29,3609
3394.05,3610
3427.01,3611
3429.3,3612
3413.8401,3613
3382.52,3614
3395.21,3615
3408.52,3616
3386.48,3617
3414.45,3618
3422.99,3619
3437.5801,3620
3458.1899,3621
3454.8799,3622
3473.8601,3623
3480.29,3624
3483.1399,3625
3482,3626
3489.21,3627
3512.21,3628
3528.98,3629
3532.47,3630
3531.6201,3631
3519.52,3632
3495.5701,3633
3506.5801,3634
3509.54,3635
3517.23,3636
3544.4199,3637
3549.4399,3638
3555.6001,3639
3555.1399,3640
3532.5701,3641
3549.96,3642
3546.3799,3643
3553.3501,3644
3552.1799,3645
3576.55,3646
3579.1101,3647
3598.73,3648
3584.75,3649
3560.53,3650
3577.28,3651
3562.49,3652
3568.0801,3653
3585.3701,3654
3578.46,3655
3593.9099,3656
3551.73,3657
3588.21,3658
3579.99,3659
3597.95,3660
3604.3,3661
3606.1001,3662
3588.6799,3663
3589.73,3664
3573.6499,3665
3574.45,3666
3503.1899,3667
3493.1799,3668
3518.3101,3669
3484.5601,3670
3485.6699,3671
3467.1399,3672
3507.21,3673
3517.53,3674
3511.96,3675
3536.4199,3676
3551.97,3677
3552.1699,3678
3582.7,3679
3601.3301,3680
3610.49,3681
3621.23,3682
3614.5,3683
3631.8601,3684
3635.71,3685
3636.6399,3686
3630.98,3687
3643.3301,3688
3641.52,3689
3639.3501,3690
3633.8701,3691
3652.26,3692
3641.6599,3693
3617.8899,3694
3631.45,3695
3635.6599,3696
3614.0601,3697
3611.52,3698
3638.6001,3699
3643.3999,3700
3661.73,3701
3660.03,3702
3630.7,3703
3610.1001,3704
3638.4399,3705
3579.6101,3706
3610.98,3707
3602.0901,3708
3592.25,3709
3544.98,3710
3545.3,3711
3584.9399,3712
3579.4199,3713
3525.29,3714
3588.0701,3715
3514.1201,3716
3474.23,3717
3417.01,3718
3422.4299,3719
3395.03,3720
3395.6399,3721
3439.3899,3722
3470.8899,3723
3538.8999,3724
3513.47,3725
3556.7,3726
3581.8201,3727
3576.47,3728
3619.1599,3729
3614.53,3730
3637.3,3731
3679.99,3732
3679.5801,3733
3669.1799,3734
3691.3799,3735
3706.45,3736
3708.46,3737
3720.25,3738
3722.8401,3739
3721.3,3740
3723.5801,3741
3724.9199,3742
3727.8601,3743
3747.74,3744
3742.3501,3745
3749.8701,3746
3770.03,3747
3780.8799,3748
3776.9399,3749
3788.4199,3750
3778.96,3751
3753.3101,3752
3777.47,3753
3792.6799,3754
3788.3401,3755
3794.6799,3756
3767.7,3757
3758.8701,3758
3705.51,3759
3723.3201,3760
3663.1001,3761
3639.97,3762
3609.0601,3763
3682.7,3764
3771.72,3765
3788.97,3766
3803.9399,3767
3810.78,3768
3810.3899,3769
3823,3770
3826.95,3771
3808.6899,3772
3769.4399,3773
3768.6799,3774
3700.03,3775
3667.1399,3776
3710.9399,3777
3777.3999,3778
3745.6699,3779
3715.3601,3780
3706.1499,3781
3684.72,3782
3650.74,3783
3699.79,3784
3705.6399,3785
3723.6201,3786
3780.51,3787
3759.76,3788
3769.45,3789
3718.99,3790
3669.1001,3791
3704.3501,3792
3656.28,3793
3703.77,3794
3757.3401,3795
3742.8401,3796
3782.1101,3797
3770.2,3798
3754.3601,3799
3794.6201,3800
3795.8201,3801
3833.3501,3802
3849.29,3803
3856.04,3804
3855,3805
3851.53,3806
3875.6001,3807
3874.46,3808
3885.27,3809
3882.95,3810
3877.8501,3811
3866.4199,3812
3890.3201,3813
3872.71,3814
3856.51,3815
3861.29,3816
3807.04,3817
3822.4199,3818
3757.8301,3819
3751.2,3820
3799.4299,3821
3776.4399,3822
3827.6201,3823
3814.9099,3824
3861.3899,3825
3842.6201,3826
3877.26,3827
3870.49,3828
3847.05,3829
3791.1299,3830
3782.21,3831
3791.8999,3832
3838.6499,3833
3805.27,3834
3790.6599,3835
3804.1399,3836
3829.3101,3837
3821.49,3838
3833.2,3839
3850.29,3840
3870.3101,3841
3852.9299,3842
3859.22,3843
3879.1001,3844
3876.1699,3845
3832.3301,3846
3867.8201,3847
3862.1499,3848
3881.9299,3849
3891.46,3850
3900.24,3851
3884.1001,3852
3895.21,3853
3880.8999,3854
3841.78,3855
3883.75,3856
3895.1599,3857
3849.4099,3858
3833.7,3859
3849.1299,3860
3901.01,3861
3881.9299,3862
3870.6899,3863
3870.3601,3864
3912.52,3865
3915.99,3866
3928.1499,3867
3926.4099,3868
3923.1799,3869
3932.8999,3870
3924.1599,3871
3883.8799,3872
3920.1101,3873
3915.8201,3874
3891.1799,3875
3899.5901,3876
3895.8501,3877
3904.8301,3878
3871.23,3879
3865.8301,3880
3841.45,3881
3843.1599,3882
3889.7,3883
3897.5901,3884
3870.5601,3885
3852.75,3886
3874.73,3887
3882.49,3888
3921.4299,3889
3900.6399,3890
3924.4099,3891
3927.23,3892
3898.47,3893
3887.04,3894
3886.21,3895
3805.5,3896
3815.8501,3897
3843.26,3898
3842.0601,3899
3827.3501,3900
3850.6599,3901
3787.6699,3902
3796.26,3903
3843.1001,3904
3885.97,3905
3903.3101,3906
3900.5,3907
3931.8501,3908
3936.22,3909
3939.3501,3910
3922.7,3911
3913.75,3912
3891.79,3913
3850.1499,3914
3827.9299,3915
3875.3701,3916
3904.21,3917
3904.6399,3918
3895.8,3919
3885.0701,3920
3876.4399,3921
3889.99,3922
3860.9199,3923
3849.96,3924
3899.3601,3925
3862.8101,3926
3867.3701,3927
3863.03,3928
3878.1599,3929
3899.1001,3930
3889.6001,3931
3857.74,3932
3776.3601,3933
3656.6699,3934
3512.6499,3935
3465.1899,3936
3600.73,3937
3688.6001,3938
3691.3,3939
3660.75,3940
3552.6499,3941
3618.25,3942
3622.6599,3943
3567.4099,3944
3657.3201,3945
3606.8,3946
3626.1399,3947
3643.54,3948
3628.8701,3949
3675.48,3950
3707.6201,3951
3698.74,3952
3638.99,3953
3655.6399,3954
3610.7,3955
3603.49,3956
3591.3701,3957
3589.71,3958
3498.6101,3959
3503.1299,3960
3570.1699,3961
3577.47,3962
3629.04,3963
3695.6101,3964
3682.3301,3965
3713.3601,3966
3746.1201,3967
3748.96,3968
3753.73,3969
3728.48,3970
3711.1101,3971
3766.4299,3972
3783.6399,3973
3784.72,3974
3779.4399,3975
3757.9099,3976
3820.49,3977
3862.6499,3978
3855.29,3979
3845.45,3980
3891.3401,3981
3890.04,3982
3871.3301,3983
3917.3,3984
3928.05,3985
3915.52,3986
3911.8899,3987
3910.98,3988
3873.3701,3989
3880.23,3990
3867.71,3991
3814.29,3992
3771.5901,3993
3828.46,3994
3824.1399,3995
3886.26,3996
3882.0601,3997
3897.45,3998
3892.8,3999
3897.6699,4000
3897.5701,4001
3900.74,4002
3882.8401,4003
3924.6299,4004
3882.3799,4005
3826.74,4006
3905.3101,4007
3878.3101,4008
3853.48,4009
3823.8999,4010
3832.9299,4011
3759.0901,4012
3777.22,4013
3817.3601,4014
3873.1201,4015
3815.46,4016
3747.5601,4017
3777.1499,4018
3810.8501,4019
3858.47,4020
3852.3101,4021
3843.9399,4022
3885.55,4023
3857.8999,4024
